institution;matched_instId
university of florida gainsville;140
mit dusp;13
university of miami miller school of medicine;218
university of toronto / oise;64
king abdulla university of science and technology;253
rutgers (the state university of new jersey)-new brunswick;111
berkeley law;47
university of memphis tennessee;189
central florida;214
johns hopkins school of advanced international studies;68
university at albany, suny;289
american university school of public affairs;197
texas a&m bush school of government and public service;228
university of southern california, mashall school of business;23
university of michican, ann harbor;17
the state university of new york (suny) - stony brook;184
purdue university calumet;36
northern illinois university(niu);279
carleton-npsia;248
university of yale;5
texas a&m univesity;228
suny-university at buffalo;183
university of illinois champion (uiuc);25
university of colorado-boulder;83
st.xavier;295
mcmaster universty;151
rutgers (new brunswick;111
university of illinois-chicago school of public health;42
saint xavier;295
ucberkeley;47
university of minnesota - twin cities;62
texas a&m health science center school of rural public health;231
u. mass at amherst;15
university of north carolina: chapel hill;80
carnegie  mellon university (cmu);1
university of massachusetts at amherst (umass);15
university of illinois, chicago- uic;42
columbia universtiy sipa;31
uc los angeles(ucla);29
university of california - los angeles;29
harvard univeristy;34
univeristy of michigan;17
univeristy of south carolina;201
boston college lynch;104
univrsity of chicago;70
oise (university of toronto);64
university of illinois at chicago (uic);42
university of houston.;198
stony brook (suny);184
binghamton university (suny);292
harvard graduate school of arts & sciences (gsas);34
university of south florida (usf);144
university of california at los angeles;29
university of california at los angeles ( ucla );29
temple school of medicine;94
university of washington business school;11
university of california, santa barbra (ucsb);51
georgetown universoty;119
american unversity sis;197
tufts unverisity;123
louisiana state university(lsu);268
johns hopkins bloomber school of public health;68
university of illinois at urbana-champaign.;25
indiana university purdue university-indianapolis;221
washington settle;11
st. xavier university;295
umn-twin cities;62
portland state;89
washington (seattle);11
new york university, nyu;138
university of maryland robert smith business school;27
university of caifornia, berkeley;47
university of illinois at urbana-champaign (uiuc);25
columbia university -  teachers college;31
university of washington â€“ seattle;11
university of louisiana in lafayette;274
new york university (nyu) - tisch;138
nyu - tisch;138
new york university tisch;138
new york university (gsas);138
new york university gsas;138
suny - stony brooke;184
st. xavier;295
north carolina state university, ncsu;171
st xavier university;295
the university of new hampshire;310
university of colorado-anschutz medical campus;191
university of toronto - oise;64
university of california san diego(ucsd);40
nyu tisch school of arts;138
city university of new york, the graduate center;137
new york university - tisch;138
university of north carolina at chapel hill (unc);80
unniversity of michigan, ann arbor;17
university at colorado at boulder;83
pittsburgh school of public health;66
nyu tisch school of the arts;138
cornell/weill cornell/memorial sloan-kettering;7
gallaudet;305
university of minnesota - carlson school of management;62
columbia u, tc;31
maryland robert smith business school;27
new york university - stern;138
maryland smith school of business;27
tamuk;229
johns hopkins university school of public health;68
unc - chapel hill;80
university of minnesota (twin cities campus);62
york univerity toronto;329
texas tech university health sciences center;311
university of california san-diego;40
eastern michigan clinical;205
university of pittsburgh school of public health;66
uc - davis;49
seton hall univeristy;359
university of new mexico (unm);222
baruch - cuny;137
university of minnesota, mankato;62
carleton university, canada;248
stony brook unversity(suny);184
univerisity of pennsylvania;21
columbia univerisity;31
university of carlifornia, berkeley;47
new york university-courant;138
rutgers university (new brunswick);111
university of california at irvine;53
stony brooks;184
ucla-anderson;29
andersen ucla;29
penn. state university;76
university of connecticut - school of business;148
university of connecticut (u conn);148
indiana university bloomington (kelley school of business);219
university of michigan at ann-arbor;17
university  of california riverside.;259
uw-foster;11
duke univeristy;74
stephen f. austin state university;19
the university of north carolina at chapel hill;80
rochester institute of tecnology (rit);378
the university of oxford;100
liu post;260
university of pennsylvania (u penn);21
indiana university - kelley school;219
suny at binghamton;292
penn state smeal business school;76
texas a&m university-college station (mays);231
north carolina state university raleigh;171
university of washington jackson school of international studies;11
columbia (tc);31
boston univ.;72
u columbia;31
uni of oxford;100
the pennylvania state;76
university of pittsburgh graduate school of public health (gsph);66
cuny- graduate center;137
birkbeck college, university of london;240
